number,pokemon_name,pic_url,main_type,secondary_type,region,category,height,weight,pokemon_family,attack,defense,stamina,cp_range,hp_range,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks
525,Boldore,https://static.wikia.nocookie.net/pokemongo/images/5/56/Boldore.png,Rock,,Unova,Ore,0.9,102,Roggenrola family,174,143,172,"24-2,029",16-147,25%,7%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}",No ,No,Formerly  (3rd tier level),No,Yes,No,"Its orange crystals are lumps of powerful energy. They're valuable, so Boldore is sometimes targeted for them.","['Mud-Slap', 'Smack Down', 'Bulldoze', 'Rock Slide', 'Stone Edge']"
526,Gigalith,https://static.wikia.nocookie.net/pokemongo/images/6/67/Gigalith.png,Rock,,Unova,Compressed,1.7,260,Roggenrola family,226,201,198,"39-3,228",18-168,12.50%,5%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}",No ,No,No  ,No,Yes,No,It absorbs rays of sunlight and shoots out energy. It's usually lurking deep beneath the surface.,"['Mud-Slap', 'Smack Down', 'Heavy Slam', 'Rock Slide', 'Solar Beam', 'Superpower']"
527,Woobat,https://static.wikia.nocookie.net/pokemongo/images/7/72/Woobat.png,Psychic,Flying,Unova,Bat,0.4,2.1,Woobat family,107,85,163,"11-1,016",15-140,50%,20%,50%,50%,"{'62.5%': ['Grass', 'Psychic'], '39%': ['Fighting', 'Ground']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,"['Air Slash', 'Confusion', 'Aerial Ace', 'Air Cutter', 'Psyshock']"
528,Swoobat,https://static.wikia.nocookie.net/pokemongo/images/e/e6/Swoobat.png,Psychic,Flying,Unova,Courting,0.9,10.5,Woobat family,161,119,167,"20-1,716",15-143,20%,7%,50%,50%,"{'62.5%': ['Grass', 'Psychic'], '39%': ['Fighting', 'Ground']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}",No ,No,No  ,No,Yes,No,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,"['Air Slash', 'Confusion', 'Aerial Ace', 'Future Sight', 'Psychic']"
529,Drilbur,https://static.wikia.nocookie.net/pokemongo/images/e/ef/Drilbur.png,Ground,,Unova,Mole,0.3,8.5,Drilbur family,154,85,155,"15-1,376",14-134,50%,20%,50%,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}",Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"By spinning its body, it can dig straight through the ground at a speed of 30 mph.","['Mud-Slap', 'Scratch', 'Dig', 'Drill Run', 'Rock Tomb']"
530,Excadrill,https://static.wikia.nocookie.net/pokemongo/images/0/0c/Excadrill.png,Ground,Steel,Unova,Subterrene,0.7,40.4,Drilbur family,255,129,242,"39-3,244",22-203,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Normal', 'Psychic', 'Steel'], '39%': ['Electric', 'Rock'], '24%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground', 'Water']}",No ,No,Formerly  (3rd tier level),No,No,No,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.","['Metal Claw', 'Mud Shot', 'Mud-Slap', 'Drill Run', 'Earthquake', 'Iron Head', 'Rock Slide']"
531,Audino,https://static.wikia.nocookie.net/pokemongo/images/e/ed/Audino.png,Normal,,Unova,Hearing,1.1,31,Audino family,114,163,230,"19-1,682",21-193,5%,5%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,Yes (10-km Eggs),Formerly  (1st tier level),Formerly ,Yes,No,"Standard Pokédex description
It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.","['Pound', 'Zen Headbutt', 'Dazzling Gleam', 'Disarming Voice', 'Hyper Beam']"
532,Timburr,https://static.wikia.nocookie.net/pokemongo/images/7/7d/Timburr.png,Fighting,,Unova,Muscular,0.6,12.5,Timburr family,134,87,181,"14-1,315",17-154,50%,15%,75%,25%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",No ,No,Formerly  (1st tier level),No,Yes,No,"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs.","['Low Kick', 'Pound', 'Brick Break', 'Low Sweep', 'Rock Tomb']"
533,Gurdurr,https://static.wikia.nocookie.net/pokemongo/images/f/f3/Gurdurr.png,Fighting,,Unova,Muscular,1.2,40,Timburr family,180,134,198,"25-2,169",18-168,25%,7%,75%,25%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",No ,No,No  ,No,Yes,No,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,"['Low Kick', 'Poison Jab', 'Brick Break', 'Low Sweep', 'Stone Edge']"
534,Conkeldurr,https://static.wikia.nocookie.net/pokemongo/images/8/8c/Conkeldurr.png,Fighting,,Unova,Muscular,1.4,87,Timburr family,243,158,233,"41-3,337",21-195,12.50%,5%,75%,25%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",No ,No,No  ,No,Yes,No,"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete.","['Counter', 'Poison Jab', 'Dynamic Punch', 'Focus Blast', 'Stone Edge']"
535,Tympole,https://static.wikia.nocookie.net/pokemongo/images/3/31/Tympole.png,Water,,Unova,Tadpole,0.5,4.5,Tympole family,98,78,137,10-839,12-120,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk.","['Bubble', 'Mud Shot', 'Mud Bomb', 'Sludge Wave', 'Water Pulse']"
536,Palpitoad,https://static.wikia.nocookie.net/pokemongo/images/4/44/Palpitoad.png,Water,Ground,Unova,Vibration,0.8,17,Tympole family,128,109,181,"15-1,392",17-154,25%,7%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},No ,No,Formerly  (3rd tier level),Formerly ,Yes,No,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents.","['Bubble', 'Mud Shot', 'Earth Power', 'Sludge Wave', 'Water Pulse']"
537,Seismitoad,https://static.wikia.nocookie.net/pokemongo/images/c/c1/Seismitoad.png,Water,Ground,Unova,Vibration,1.5,62,Tympole family,188,150,233,"31-2,564",21-195,12.50%,5%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},No ,No,No  ,No,Yes,No,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,"['Bubble', 'Mud Shot', 'Earth Power', 'Muddy Water', 'Sludge Bomb']"
538,Throh,https://static.wikia.nocookie.net/pokemongo/images/d/d0/Throh.png,Fighting,,Unova,Judo,1.3,55.5,Throh family,172,160,260,"30-2,562",24-217,20%,7%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes ,No,No  ,No,Yes,No,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger.","['Low Kick', 'Zen Headbutt', 'Body Slam', 'Focus Blast', 'Low Sweep']"
539,Sawk,https://static.wikia.nocookie.net/pokemongo/images/2/29/Sawk.png,Fighting,,Unova,Karate,1.4,51,Sawk family,231,153,181,"33-2,788",17-154,20%,7%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes ,No,No  ,No,Yes,No,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,"['Low Kick', 'Poison Jab', 'Body Slam', 'Focus Blast', 'Low Sweep']"
540,Sewaddle,https://static.wikia.nocookie.net/pokemongo/images/f/f1/Sewaddle.png,Bug,Grass,Unova,Sewing,0.3,2.5,Sewaddle family,96,124,128,10-977,12-113,50%,15%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.","['Bug Bite', 'Struggle Bug', 'Energy Ball', 'Seed Bomb', 'Silver Wind']"
541,Swadloon,https://static.wikia.nocookie.net/pokemongo/images/9/9e/Swadloon.png,Bug,Grass,Unova,Leaf-Wrapped,0.5,7.3,Sewaddle family,115,162,146,"15-1,370",13-127,25%,7%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",No ,No,No  ,No,No,No,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.","['Bug Bite', 'Struggle Bug', 'Bug Buzz', 'Energy Ball', 'Silver Wind']"
542,Leavanny,https://static.wikia.nocookie.net/pokemongo/images/a/a6/Leavanny.png,Bug,Grass,Unova,Nurturing,1.2,20.5,Sewaddle family,205,165,181,"31-2,580",17-154,12.50%,5%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",No ,No,No  ,No,No,No,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,"['Bug Bite', 'Razor Leaf', 'Leaf Blade', 'Leaf Storm', 'Silver Wind', 'X-Scissor']"
543,Venipede,https://static.wikia.nocookie.net/pokemongo/images/b/bd/Venipede.png,Bug,Poison,Unova,Centipede,0.4,5.3,Venipede family,83,99,102,10-706,Oct-92,30%,10%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),No,No,No,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.","['Bug Bite', 'Poison Sting', 'Gyro Ball', 'Signal Beam', 'Sludge Bomb']"
544,Whirlipede,https://static.wikia.nocookie.net/pokemongo/images/7/7e/Whirlipede.png,Bug,Poison,Unova,Curlipede,1.2,58.5,Venipede family,100,173,120,"12-1,144",11-106,15%,5%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",No ,No,Formerly  (2nd tier level),No,No,No,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.","['Bug Bite', 'Poison Sting', 'Gyro Ball', 'Signal Beam', 'Sludge Bomb']"
545,Scolipede,https://static.wikia.nocookie.net/pokemongo/images/e/e4/Scolipede.png,Bug,Poison,Unova,Megapede,2.5,200.5,Venipede family,203,175,155,"29-2,447",14-134,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",No ,No,No  ,No,No,No,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.","['Bug Bite', 'Poison Jab', 'Gyro Ball', 'Megahorn', 'Sludge Bomb', 'X-Scissor']"
546,Cottonee,https://static.wikia.nocookie.net/pokemongo/images/d/d2/Cottonee.png,Grass,Fairy,Unova,Cotton,0.3,0.6,Cottonee family,71,111,120,10-700,11-106,30%,10%,50%,50%,"{'62.5%': ['Dark', 'Electric', 'Fighting', 'Grass', 'Ground', 'Water'], '39%': ['Dragon']}","{'160%': ['Fire', 'Flying', 'Ice', 'Steel'], '256%': ['Poison']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"When attacked, it expels cotton from its body to create a diversion. The cotton it loses grows back in quickly.","['Charm', 'Razor Leaf', 'Energy Ball', 'Grass Knot', 'Seed Bomb']"
547,Whimsicott,https://static.wikia.nocookie.net/pokemongo/images/d/da/Whimsicott.png,Grass,Fairy,Unova,Windveiled,0.7,6.6,Cottonee family,164,176,155,"23-2,014",14-134,15%,5%,50%,50%,"{'62.5%': ['Dark', 'Electric', 'Fighting', 'Grass', 'Ground', 'Water'], '39%': ['Dragon']}","{'160%': ['Fire', 'Flying', 'Ice', 'Steel'], '256%': ['Poison']}",No ,No,No  ,No,Yes,No,"Whimsicott doesn't live in a fixed location. It floats around on whirling winds, appearing all over the place to perform its mischief.","['Charm', 'Razor Leaf', 'Grass Knot', 'Hurricane', 'Moonblast']"
548,Petilil,https://static.wikia.nocookie.net/pokemongo/images/2/27/Petilil.png,Grass,,Unova,Bulb,0.5,6.6,Petilil family,119,91,128,"11-1,030",12-113,30%,10%,N/A,N/A,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"They prefer clean water and soil. When the environment they live in turns bad, the whole bunch will up and move to a new area.","['Charm', 'Hidden Power', 'Energy Ball', 'Seed Bomb']"
549,Lilligant,https://static.wikia.nocookie.net/pokemongo/images/f/f5/Lilligant.png,Grass,,Unova,Flowering,1.1,16.3,Petilil family,214,155,172,"30-2,550",16-147,15%,5%,N/A,N/A,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",No ,No,No  ,No,No,No,"It's well liked by other Pokémon because of its beauty. The flower on its head needs constant care, or it will soon wither and rot.","['Charm', 'Hidden Power', 'Hyper Beam', 'Petal Blizzard', 'Solar Beam']"
550,Basculin,https://static.wikia.nocookie.net/pokemongo/images/9/9e/Basculin.png,Water,,Unova,Hostile,1,18,Basculin family,189,129,172,"24-2,090",16-147,20%,7%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,No  ,No,No,No,"When a school of Basculin appears in a lake, everything else disappears, except for Corphish and Crawdaunt. That's how violent Basculin are.","['Tackle', 'Water Gun', 'Aqua Jet', 'Aqua Tail', 'Muddy Water']"
551,Sandile,https://static.wikia.nocookie.net/pokemongo/images/e/e0/Sandile.png,Ground,Dark,Unova,Desert,0.7,15.2,Sandile family,132,69,137,"11-1,037",12-120,50%,15%,50%,50%,"{'62.5%': ['Dark', 'Ghost', 'Poison', 'Rock'], '39%': ['Electric', 'Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Ice', 'Water']}",No ,Yes (12-km Eggs),No  ,No,No,No,"Sandile's still not good at hunting, so it mostly eats things that have collapsed in the desert. It's called “the cleaner of the desert.""","['Bite', 'Mud-Slap', 'Bulldoze', 'Crunch', 'Dig']"
552,Krokorok,https://static.wikia.nocookie.net/pokemongo/images/2/2e/Krokorok.png,Ground,Dark,Unova,Desert,1,33.4,Sandile family,155,90,155,"16-1,418",14-134,25%,7%,50%,50%,"{'62.5%': ['Dark', 'Ghost', 'Poison', 'Rock'], '39%': ['Electric', 'Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Ice', 'Water']}",No ,No,No  ,No,No,No,It buries some of its prey in the sand to use as emergency meals when its hunts are unsuccessful.,"['Bite', 'Mud-Slap', 'Bulldoze', 'Crunch', 'Earthquake']"
553,Krookodile,https://static.wikia.nocookie.net/pokemongo/images/5/5f/Krookodile.png,Ground,Dark,Unova,Intimidation,1.5,96.3,Sandile family,229,158,216,"37-3,046",20-182,12.50%,5%,50%,50%,"{'62.5%': ['Dark', 'Ghost', 'Poison', 'Rock'], '39%': ['Electric', 'Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Ice', 'Water']}",No ,No,No  ,No,No,No,It conceals itself in sandstorms that Flygon whip up and waits patiently for prey to appear.,"['Mud-Slap', 'Snarl', 'Crunch', 'Earthquake', 'Outrage']"
554,Darumaka,https://static.wikia.nocookie.net/pokemongo/images/3/34/Darumaka.png,Fire,,Unova,Zen,0.6,37.5,Darumaka family,153,86,172,"16-1,442",16-147,30%,9%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes ,Yes (10-km Eggs),Formerly  (1st tier level),Formerly ,Yes,No,"Standard Pokédex description
When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit.","['Fire Fang', 'Tackle', 'Fire Punch', 'Flame Charge', 'Ice Fang', 'Tackle', 'Ice Beam', 'Ice Punch']"
555,Darmanitan,https://static.wikia.nocookie.net/pokemongo/images/6/68/Darmanitan.png,Fire,,Unova,Blazing,1.3,92.9,Darumaka family,263,114,233,"37-3,105",21-195,10%,7%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",No ,No,No  ,No,Yes,No,"Its internal fire burns at 2,500 degrees Fahrenheit, making enough power that it can destroy a dump truck with one punch.","['Fire Fang', 'Incinerate', 'Tackle', 'Focus Blast', 'Overheat', 'Psychic', 'Rock Slide', 'Ice Fang', 'Tackle', 'Avalanche', 'Ice Punch', 'Overheat', 'Superpower']"
556,Maractus,https://static.wikia.nocookie.net/pokemongo/images/c/cf/Maractus.png,Grass,,Unova,Cactus,1,28,Maractus family,201,130,181,"27-2,274",17-154,20%,7%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes ,No,No  ,No,No,No,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas.","['Bullet Seed', 'Poison Jab', 'Aerial Ace', 'Petal Blizzard', 'Solar Beam']"
557,Dwebble,https://static.wikia.nocookie.net/pokemongo/images/e/e1/Dwebble.png,Bug,Rock,Unova,Rock,0.3,14.5,Dwebble family,118,128,137,"13-1,224",12-120,30%,10%,50%,50%,"{'62.5%': ['Normal', 'Poison']}","{'160%': ['Rock', 'Steel', 'Water']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into.","['Cut', 'Smack Down', 'Rock Blast', 'Rock Tomb', 'X-Scissor']"
558,Crustle,https://static.wikia.nocookie.net/pokemongo/images/1/11/Crustle.png,Bug,Rock,Unova,Stone,1.4,200,Dwebble family,188,200,172,"30-2,542",16-147,10%,7%,50%,50%,"{'62.5%': ['Normal', 'Poison']}","{'160%': ['Rock', 'Steel', 'Water']}",No ,No,No  ,No,Yes,No,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.","['Fury Cutter', 'Smack Down', 'Rock Blast', 'Rock Slide', 'X-Scissor']"
559,Scraggy,https://static.wikia.nocookie.net/pokemongo/images/f/f0/Scraggy.png,Dark,Fighting,Unova,Shedding,0.6,11.8,Scraggy family,132,132,137,"15-1,372",12-120,30%,9%,50%,50%,"{'62.5%': ['Ghost', 'Psychic', 'Rock'], '39%': ['Dark']}","{'160%': ['Fighting', 'Flying'], '256%': ['Fairy']}",No ,Yes (12-km Eggs),Formerly  (1st tier level),Formerly ,No,No,"It stretches its saggy skin up to its neck to protect itself. The saggier their skin, the more respect they garner.","['Feint Attack', 'Rock Smash', 'Acid Spray', 'Brick Break', 'Foul Play']"
560,Scrafty,https://static.wikia.nocookie.net/pokemongo/images/d/d1/Scrafty.png,Dark,Fighting,Unova,Hoodlum,1.1,30,Scraggy family,163,222,163,"27-2,283",15-140,10%,7%,50%,50%,"{'62.5%': ['Ghost', 'Psychic', 'Rock'], '39%': ['Dark']}","{'160%': ['Fighting', 'Flying'], '256%': ['Fairy']}",No ,No,No  ,No,No,No,It taunts its opponents by spitting. It has a certain territory that it never leaves its whole life long.,"['Counter', 'Snarl', 'Acid Spray', 'Foul Play', 'Power-Up Punch']"
561,Sigilyph,https://static.wikia.nocookie.net/pokemongo/images/5/52/Sigilyph.png,Psychic,Flying,Unova,Avianoid,1.4,14,Sigilyph family,204,167,176,"30-2,550",16-150,20%,7%,50%,50%,"{'62.5%': ['Grass', 'Psychic'], '39%': ['Fighting', 'Ground']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}",Yes ,No,No  ,No,No,No,"The guardians of an ancient city, they always fly the same route while keeping watch for invaders.","['Air Slash', 'Zen Headbutt', 'Air Cutter', 'Ancient Power', 'Psybeam', 'Signal Beam']"
562,Yamask,https://static.wikia.nocookie.net/pokemongo/images/0/08/Yamask.png,Ghost,,Unova,Spirit,0.5,1.5,Yamask family,95,141,116,10-982,10-103,30%,10%,50%,50%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}",No (only during Halloween),No,Formerly  (1st tier level),Formerly ,Yes,No,"Standard Pokédex description
Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.","['Astonish', 'Zen Headbutt', 'Dark Pulse', 'Ominous Wind', 'Shadow Ball', 'Astonish', 'Night Shade', 'Rock Tomb', 'Sand Tomb']"
563,Cofagrigus,https://static.wikia.nocookie.net/pokemongo/images/4/42/Cofagrigus.png,Ghost,,Unova,Coffin,1.7,76.5,Yamask family,163,237,151,"27-2,273",14-131,10%,7%,50%,50%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}",No ,No,No  ,No,Yes,No,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.,"['Astonish', 'Shadow Claw', 'Zen Headbutt', 'Dark Pulse', 'Psychic', 'Shadow Ball']"
564,Tirtouga,https://static.wikia.nocookie.net/pokemongo/images/5/5e/Tirtouga.png,Water,Rock,Unova,Prototurtle,0.7,16.5,Tirtouga family,134,146,144,"17-1,488",13-125,30%,10%,87.50%,12.50%,"{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Electric', 'Fighting', 'Ground'], '256%': ['Grass']}",Yes ,No,No  ,No,No,No,"Its hunting grounds encompassed a broad area, from the land to more than half a mile deep in the ocean.","['Bite', 'Water Gun', 'Ancient Power', 'Body Slam', 'Surf']"
565,Carracosta,https://static.wikia.nocookie.net/pokemongo/images/9/91/Carracosta.png,Water,Rock,Unova,Prototurtle,1.2,81,Tirtouga family,192,197,179,"31-2,621",16-153,10%,7%,87.50%,12.50%,"{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Electric', 'Fighting', 'Ground'], '256%': ['Grass']}",No ,No,No  ,No,No,No,"Carracosta eats every last bit of the prey it catches, even the shells and bones, to further strengthen its sturdy shell.","['Rock Throw', 'Water Gun', 'Ancient Power', 'Body Slam', 'Surf']"
566,Archen,https://static.wikia.nocookie.net/pokemongo/images/9/90/Archen.png,Rock,Flying,Unova,First,0.5,9.5,Archen family,213,89,146,"21-1,842",13-127,30%,9%,87.50%,12.50%,"{'62.5%': ['Bug', 'Fire', 'Flying', 'Ground', 'Normal', 'Poison']}","{'160%': ['Electric', 'Ice', 'Rock', 'Steel', 'Water']}",Yes ,No,No  ,No,No,No,"Restored from a fossil, this ancient bird Pokémon has wings but can't yet fly.","['Quick Attack', 'Wing Attack', 'Ancient Power', 'Crunch', 'Dragon Claw']"
567,Archeops,https://static.wikia.nocookie.net/pokemongo/images/8/8b/Archeops.png,Rock,Flying,Unova,First,1.4,32,Archen family,292,139,181,"40-3,331",17-154,10%,7%,87.50%,12.50%,"{'62.5%': ['Bug', 'Fire', 'Flying', 'Ground', 'Normal', 'Poison']}","{'160%': ['Electric', 'Ice', 'Rock', 'Steel', 'Water']}",No ,No,No  ,No,No,No,"Said to be an ancestor of bird Pokémon, the muscles it uses to flap its wings are still weak, so it needs a long runway in order to take off.","['Steel Wing', 'Wing Attack', 'Ancient Power', 'Crunch', 'Dragon Claw']"
568,Trubbish,https://static.wikia.nocookie.net/pokemongo/images/d/df/Trubbish.png,Poison,,Unova,Trash,0.6,31,Trubbish family,96,122,137,"10-1,000",12-120,30%,9%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"If a young Pokémon or child breathes in the toxic gas that Trubbish belches out, it could be a life-threatening situation.","['Pound', 'Take Down', 'Gunk Shot', 'Seed Bomb']"
569,Garbodor,https://static.wikia.nocookie.net/pokemongo/images/3/36/Garbodor.png,Poison,,Unova,Trash,1.9,107.3,Trubbish family,181,164,190,"28-2,345",17-162,10%,7%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",No ,No,Formerly  (3rd tier level),No,Yes,No,"Some say the reason Garbodor in Alola are a little stronger than their counterparts elsewhere is the presence of Muk, their natural enemy.","['Infestation', 'Take Down', 'Acid Spray', 'Body Slam', 'Gunk Shot', 'Seed Bomb']"
570,Zorua,https://static.wikia.nocookie.net/pokemongo/images/f/ff/Zorua.png,Dark,,Unova,Tricky,0.7,12.5,Zorua family,153,78,120,"13-1,175",11-106,30%,9%,87.50%,12.50%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}",TBD,No,No  ,No,No,No,"If a normally talkative child suddenly stops talking, it may have been replaced by Zorua.","['Feint Attack', 'Scratch', 'Aerial Ace', 'Dark Pulse', 'Foul Play']"
571,Zoroark,https://static.wikia.nocookie.net/pokemongo/images/d/d7/Zoroark.png,Dark,,Unova,Illusion,1.6,81.1,Zorua family,250,127,155,"30-2,571",14-134,10%,7%,87.50%,12.50%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}",TBD,No,No  ,No,No,No,"If it thinks humans are going to discover its den, Zoroark shows them visions that make them wander around in the woods.","['Shadow Claw', 'Snarl', 'Flamethrower', 'Foul Play', 'Sludge Bomb']"
572,Minccino,https://static.wikia.nocookie.net/pokemongo/images/7/75/Minccino.png,Normal,,Unova,Chinchilla,0.4,5.8,Minccino family,98,80,146,10-872,13-127,30%,10%,25%,75%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"When its tail has gotten dirty from self-cleaning or from cleaning its nest, Minccino spends a whole day washing its tail in clean spring water.","['Charm', 'Pound', 'Aqua Tail', 'Swift', 'Thunderbolt']"
573,Cinccino,https://static.wikia.nocookie.net/pokemongo/images/0/01/Cinccino.png,Normal,,Unova,Scarf,0.5,7.5,Minccino family,198,130,181,"26-2,242",17-154,10%,7%,25%,75%,{'39%': ['Ghost']},{'160%': ['Fighting']},No ,No,Formerly  (3rd tier level),No,Yes,No,"The oil that seeps from its body is really smooth. For people troubled by bad skin, this oil is an effective treatment.","['Charm', 'Pound', 'Aqua Tail', 'Hyper Beam', 'Thunderbolt']"
